vulnerability_id,file_path,cwe_id,fix_commit_hash,fix_commit_message,original_commit_message,vulnerability_type,created_at,repository
commit-f3e7ab366c597571198dc8d024f09e619991bac4,docs/releases/1.4.txt,CWE-352,d3db878e4beff057400dd780c24f3601a5d31f95,Moved CSRF docs out of contrib.,Removed gender-based pronouns per [c0a2daad78].,CSRFcross-ssitesrequestsforgery,2025-05-14 19:19:41,django_security_analysis
commit-dfa28981ced2a6c005cc3c12fdc6b560080818a0,docs/releases/1.5.6.txt,CWE-352,d3db878e4beff057400dd780c24f3601a5d31f95,Moved CSRF docs out of contrib.,Added release note stubs for 1.5.6 and 1.4.11.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:19:42,django_security_analysis
commit-fb1e3435a4d7e0265f19a1a9f130c9485fb8dfe9,docs/releases/1.6.3.txt,CWE-352,d3db878e4beff057400dd780c24f3601a5d31f95,Moved CSRF docs out of contrib.,Fixed #21996 -- Used proper encoding for GeoIP content Thanks Florent Messa for the report.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:19:42,django_security_analysis
commit-fdd3cb4930b0e4386ac63b98f7e1b81670eedfaa,docs/topics/forms/index.txt,CWE-352,d3db878e4beff057400dd780c24f3601a5d31f95,Moved CSRF docs out of contrib.,Edited forms/index.txt changes from [9030] git-svn-id: http://code.djangoproject.com/svn/django/trunk@9040 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:19:43,django_security_analysis
commit-f5c9c2246e4b01f8731550c2a10241ca0e0148e9,docs/topics/security.txt,CWE-89,3776926cfe503f16c7195621da20c5b89bda70a2,Fixed #22493 - Added warnings to raw() and extra() docs about SQL injection,Improved warning about file uploads in docs; and added link from security overview page git-svn-id: http://code.djangoproject.com/svn/django/trunk@16521 bcc190cf-cafb-0310-a4f2-bffc1f526a37,:SQLNoSQLsinjection,2025-05-14 19:19:47,django_security_analysis
commit-e1e2726957ef2c74c5e7e3461d37c7603998c1af,django/contrib/flatpages/tests/test_csrf.py,CWE-352,dafec05548acdc3146d5fe850528f9e017681a07,Updated flatpages tests to override CSRF_FAILURE_VIEW.,Fixed #6932 -- Added a template tag that gives a list of available flatpages for a given user. Thanks to Dmitri Fedortchenko for the suggestion; and to Mnewman; faldridge and Simon Meers for their work on the patch. git-svn-id: http://code.djangoproject.com/svn/django/trunk@13654 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:19:53,django_security_analysis
commit-f9fba51164f36519e9b2f7917296ddd83b86ef47,django/views/decorators/csrf.py,CWE-352,63a9555d57069cee32de388821dbe580da1f97c0,Fixed #19436 -- Don't log warnings in ensure_csrf_cookie.,Fix a small docstring bug in the CSRF decorators. git-svn-id: http://code.djangoproject.com/svn/django/trunk@15026 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:19:56,django_security_analysis
commit-ff60c5f9de3e8690d1e86f3e9e3f7248a15397c8,django/core/serializers/python.py,CWE-502,278dad5b411e3e2ba8b428f7761882424353dea7,Fixed #19746 -- Allow deserialization of pk-less data,Fixed #1142 -- Added multiple database support. This monster of a patch is the result of Alex Gaynor's 2009 Google Summer of Code project. Congratulations to Alex for a job well done. Big thanks also go to:  * Justin Bronn for keeping GIS in line with the changes;  * Karen Tracey and Jani Tiainen for their help testing Oracle support  * Brett Hoerner; Jon Loyens; and Craig Kimmerer for their feedback.  * Malcolm Treddinick for his guidance during the GSoC submission process.  * Simon Willison for driving the original design process  * Cal Henderson for complaining about ponies he wanted. ... and everyone else too numerous to mention that helped to bring this feature into fruition. git-svn-id: http://code.djangoproject.com/svn/django/trunk@11952 bcc190cf-cafb-0310-a4f2-bffc1f526a37,deserialization,2025-05-14 19:19:57,django_security_analysis
commit-8cbcf1d3a60a0ba1a6f3ddde9317ac07b67c6c5d,django/middleware/csrf.py,CWE-352,720888a14699a80a6cd07d32514b9dcd5b1005fb,Fixed #15808 -- Added optional HttpOnly flag to the CSRF Cookie.,Fixed #14134 - ability to set cookie 'path' and 'secure' attributes of CSRF cookie Thanks to cfattarsi for the report and initial patch. git-svn-id: http://code.djangoproject.com/svn/django/trunk@16200 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:19:58,django_security_analysis
commit-ba50d3e05bc9a33aef495a5fbca239afe52237b3,docs/ref/contrib/csrf.txt,CWE-352,720888a14699a80a6cd07d32514b9dcd5b1005fb,Fixed #15808 -- Added optional HttpOnly flag to the CSRF Cookie.,Fixed #14633 - Organized settings reference docs and added a topical index. Thanks Gabriel Hurley for the original idea and adamv for the draft patch.,CSRFcross-ssitesrequestsforgery,2025-05-14 19:19:59,django_security_analysis
commit-d5a4f209c3889a76a23a19f3212ab2d7b5c62e1c,django/contrib/auth/tests/urls.py,CWE-640,9305c0e12d43c4df999c3301a1f0c742264a657e,Fixed a security issue related to password resets,"Fixed #18991 -- Allowed permission lookup by ""if in"" When looking permissions from PermWrapper it is now possible to use {% if ""someapp.someperm"" in perms %} instead of {% if perms.someapp.someperm %}.",,2025-05-14 19:20:01,django_security_analysis
commit-b6c5f8060d45a7cffe42928a4b67b6a4e2ba9264,docs/ref/contrib/csrf.txt,CWE-352,0447cc123118c4740ccc6e25914f0e30308da55e,Added versionadded info for ensure_csrf_cookie decorator,Fixed #15354 - provide method to ensure CSRF token is always available for AJAX requests Thanks to sayane for the report. git-svn-id: http://code.djangoproject.com/svn/django/trunk@16192 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:11,django_security_analysis
commit-c5c7791e91649a82346e720c86a7a1fa77eb4cd5,django/views/csrf.py,CWE-352,a3bb4df8956185c345e3a4c68df15ad7286788b0,Improved CSRF error message.,Improved HTML in CSRF debug template - <code> instead of <tt> git-svn-id: http://code.djangoproject.com/svn/django/trunk@11680 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:11,django_security_analysis
commit-dee7ef802d386951faef012c80a2a668b1926a78,MANIFEST.in,CWE-798,656360c24044e06c881baa648f2aad9d671c3bd8,Fixed #12202 -- Removed hardcoded password reset subject and added a subject_template_name parameter to the password_reset view. Thanks; Ramiro Morales; Claude Paroz and agabel.,Fixed #14245 -- Added some files and paths missing from the MANIFEST.in. Thanks to pmclanahan for the report. git-svn-id: http://code.djangoproject.com/svn/django/trunk@13719 bcc190cf-cafb-0310-a4f2-bffc1f526a37,hardcodedspasswordcredential,2025-05-14 19:20:16,django_security_analysis
commit-8cb128e57c08de54e8947a00f0d17fd02bff90df,django/contrib/auth/fixtures/authtestdata.json,CWE-798,656360c24044e06c881baa648f2aad9d671c3bd8,Fixed #12202 -- Removed hardcoded password reset subject and added a subject_template_name parameter to the password_reset view. Thanks; Ramiro Morales; Claude Paroz and agabel.,Refs #7521 -- Re-reverted [7716] (originally reverted in [7726]); now modified to use the new TestCase urlpattern framework. git-svn-id: http://code.djangoproject.com/svn/django/trunk@7808 bcc190cf-cafb-0310-a4f2-bffc1f526a37,hardcodedspasswordcredential,2025-05-14 19:20:16,django_security_analysis
commit-cc64fb5c4b4315a4ad66e21458e27ece57266847,django/contrib/auth/views.py,CWE-798,656360c24044e06c881baa648f2aad9d671c3bd8,Fixed #12202 -- Removed hardcoded password reset subject and added a subject_template_name parameter to the password_reset view. Thanks; Ramiro Morales; Claude Paroz and agabel.,Fixed #8342 -- Removed code from the admin that assumed that you can't login with an email address (nixed by r12634). Also refactored login code slightly to be DRY by using more of auth app's forms and views. git-svn-id: http://code.djangoproject.com/svn/django/trunk@14769 bcc190cf-cafb-0310-a4f2-bffc1f526a37,hardcodedspasswordcredential,2025-05-14 19:20:17,django_security_analysis
commit-cb060f0f340356ac71ed7db5399753edce278766,docs/releases/1.4.txt,CWE-352,06a2515145d8a5e6ee67da1f1849f157e23c6578,Fixed typo in release notes regarding CSRF with PUT/DELETE etc,Fixed #15258 - Ajax CSRF protection doesn't apply to PUT or DELETE requests Thanks to brodie for the report; and further input from tow21 This is a potentially backwards incompatible change - if you were doing PUT/DELETE requests and relying on the lack of protection; you will need to update your code; as noted in the releaste notes. git-svn-id: http://code.djangoproject.com/svn/django/trunk@16201 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:17,django_security_analysis
commit-f89f1c8acbf5f9d13d52855c49bef53360b1a6e2,django/core/handlers/base.py,CWE-352,a482cc0ba38febda15194dc121989eed3b6deec2,Fixed #16004 - csrf_protect does not send cookie if view returns TemplateResponse,Fixed #15083 -- Corrected the order of TemplateResponse middleware handling; ensuring that custom URLConfs are valid; and that ResponseMiddleware is invoked if the TemplateResponseMiddleware causes errors. Thanks to Sayane for the report. git-svn-id: http://code.djangoproject.com/svn/django/trunk@15226 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:19,django_security_analysis
commit-e8cff0b8f3920419b1031e16e2ee01851bd75e1d,django/views/csrf.py,CWE-352,71a7466dd67bd7cf88b4ce06535d8db0af6c7200,Fixed #16009 - typo in CSRF_FAILRE_TEMPLATE.,Added explanatory note on CSRF failure page for the case of a missing Referer header. This is intended to help power users who have disabled Referer headers; or installed add-ons which have done so; and to help web site administrators with debugging; since this problem will be browser specific and not a programming error. git-svn-id: http://code.djangoproject.com/svn/django/trunk@13680 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:20,django_security_analysis
commit-eadcbcb131f2231ffcfa5c83a41c12f70f0a9af5,docs/ref/contrib/csrf.txt,CWE-352,d3641d889b0cf6fde3ca7d08530ed55331a0607d,Clarified wording about use of 2 decorators in CSRF docs,Fixed #15518 - documented requires_csrf_token Thanks to vzima for a report that raised the issue. git-svn-id: http://code.djangoproject.com/svn/django/trunk@16187 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:21,django_security_analysis
commit-53b2c3867b5720b2586f5b63978ca2835e7dfb5d,docs/ref/contrib/csrf.txt,CWE-352,1d350a6c51848edcb24f12a1d1c1add5cd3642fe,Changed an example in CSRF docs to use new 'render' shortcut,Fixed #12130 - documented need for csrf_protect on views that don't accept POST Includes:      * proper documentation for csrf_protect  * notes in comments app.  * specific upgrade notes for comments app Thanks to carljm for report and debugging. git-svn-id: http://code.djangoproject.com/svn/django/trunk@11711 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:22,django_security_analysis
commit-ba53cd30d1427dbbd564b1791ef6348db93cf37f,tests/regressiontests/utils/tests.py,CWE-352,243d0bec1954ad7fab44625f1440a8ce580df26c,Fixed #15617 - CSRF referer checking too strict,Reorganized utils tests so it's all in separate modules. Thanks to Stephan Jaekel. git-svn-id: http://code.djangoproject.com/svn/django/trunk@13889 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:25,django_security_analysis
commit-208630aa4b6460cb31cd81be2cc83d4075f1f27b,docs/ref/contrib/csrf.txt,CWE-352,37343bac8a62aa31431e343f25f957a5392863fb,Removed example CSRF jQuery code from release notes; replacing with link to improved code in the CSRF docs,Fixed a security issue in the CSRF component.  Disclosure and new release forthcoming. git-svn-id: http://code.djangoproject.com/svn/django/trunk@15464 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:26,django_security_analysis
commit-f92a21daa78f4f1b34c0188d6d764a5992f94adc,django/middleware/csrf.py,CWE-352,e57e29616772fe628333fd71b3f4cf7c2c17eff8,Corrected logging call in CSRF middleware,Added proper code comments for the HTTPS CSRF protection. Refs #13489 which noticed a vague comment - thanks pmclanahan git-svn-id: http://code.djangoproject.com/svn/django/trunk@13405 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:26,django_security_analysis
commit-90ac02300e754bdc1a2658ef21737c28fc522148,django/views/decorators/csrf.py,CWE-352,f9fba51164f36519e9b2f7917296ddd83b86ef47,Fix a small docstring bug in the CSRF decorators.,Fixed #14565 - No csrf_token on 404 page. This solution doesn't have the negative side-effects of [14356]. git-svn-id: http://code.djangoproject.com/svn/django/trunk@14377 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:33,django_security_analysis
commit-e9d5ccb9ebc26a9712ea26d5c6c187b320bb1e20,docs/releases/index.txt,CWE-352,4d4d68a2cd8d93ce4bc4280b47051f294b280e73,Fixed #14225 -- Added a documentation marker (and a 1.2.2 release notes file; required to satisfy Sphinx) for the enable_csrf_checks flag on the test client. Thanks to public@grep.ro for the report.,Added 1.2 RC1 docs to the releases index. git-svn-id: http://code.djangoproject.com/svn/django/trunk@13125 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:35,django_security_analysis
commit-8ce4a1991a6a6b336a6ca6224c0d808d4b2964c7,docs/topics/testing.txt,CWE-352,4d4d68a2cd8d93ce4bc4280b47051f294b280e73,Fixed #14225 -- Added a documentation marker (and a 1.2.2 release notes file; required to satisfy Sphinx) for the enable_csrf_checks flag on the test client. Thanks to public@grep.ro for the report.,Fixed #14116 -- Added a flag to enable CSRF checks in the test client. Thanks to jon@licq.org for the suggestion. git-svn-id: http://code.djangoproject.com/svn/django/trunk@13640 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:35,django_security_analysis
commit-f93f056c32f614c9a130ec66824d94ec20526cdf,docs/topics/i18n/internationalization.txt,CWE-352,abd0e9628564015097ec0eac0b87fc6fab1d7b9f,Fixed #13013 -- Added missing {% csrf_token %} in example form.,Fixed #10260 - Refactored internationalization documentation. Thanks; Ramiro Morales. git-svn-id: http://code.djangoproject.com/svn/django/trunk@12440 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:39,django_security_analysis
commit-44f3080226888eb709cc6e027321647964ebe64e,django/contrib/admin/sites.py,CWE-352,d7abb33e70cf91c983b997cbeafbea2cd0371762,Fixed #12933 - AdminSite.admin_view disables @csrf_view_exempt,"Fixed #10505: added support for bulk admin actions; including a globally-available ""delete selected"" action. See the documentation for details. This work started life as Brian Beck's ""django-batchadmin."" It was rewritten for inclusion in Django by Alex Gaynor; Jannis Leidel (jezdez); and Martin Mahner (bartTC). Thanks; guys! git-svn-id: http://code.djangoproject.com/svn/django/trunk@10121 bcc190cf-cafb-0310-a4f2-bffc1f526a37",CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:39,django_security_analysis
commit-9ec9936413a906e71ce79d1ce7d26df865891a95,docs/ref/contrib/csrf.txt,CWE-352,be57541af11b7144de700978b9ea3b50f20ffd02,Fixed #12839 - noted change of import path for csrf_exempt decorator,Updated csrf docs with 'versionadded' info git-svn-id: http://code.djangoproject.com/svn/django/trunk@9555 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:40,django_security_analysis
commit-fb564015960298ab820d7fd1c7edd3e96a8a95f0,docs/index.txt,CWE-352,04f869a80cb41a3e8c6d555cccb305fe7602753b,Fixed #12198 - CSRF changes not clearly noted in docs.,Fixed #11493 -- Added an internal document listing the APIs that have been formally deprecated. Thanks to Alex Gaynor for the draft text. git-svn-id: http://code.djangoproject.com/svn/django/trunk@11277 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:42,django_security_analysis
commit-e992e57d3e66708015899efd21bb0174377baeed,django/contrib/admin/sites.py,CWE-352,5a0aab41ee4de9e465164d3fbba9336c1fefa5ec,Allow CsrfResponseMiddleware to be used if templates cannot be updated.,Fixed #11416 -- Restored use of the never_cache decorator on admin views. Thanks to Ramiro Morales and Michael Newmann for their work on the patch. git-svn-id: http://code.djangoproject.com/svn/django/trunk@11229 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:42,django_security_analysis
commit-8e70cef9b67433edd70935dcc30c621d1e7fc0a0,django/views/csrf.py,CWE-352,5df19aa99e0ae5753be19d9ead887c8ad5ee54c8,Small improvement to CSRF failure template.,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default. This is a large change to CSRF protection for Django.  It includes:  * removing the dependency on the session framework.  * deprecating CsrfResponseMiddleware; and replacing with a core template tag.  * turning on CSRF protection by default by adding CsrfViewMiddleware to    the default value of MIDDLEWARE_CLASSES.  * protecting all contrib apps (whatever is in settings.py)    using a decorator. For existing users of the CSRF functionality; it should be a seamless update; but please note that it includes DEPRECATION of features in Django 1.1; and there are upgrade steps which are detailed in the docs. Many thanks to 'Glenn' and 'bthomas'; who did a lot of the thinking and work on the patch; and to lots of other people including Simon Willison and Russell Keith-Magee who refined the ideas. Details of the rationale for these changes is found here: http://code.djangoproject.com/wiki/CsrfProtection As of this commit; the CSRF code is mainly in 'contrib'.  The code will be moved to core in a separate commit; to make the changeset as readable as possible. git-svn-id: http://code.djangoproject.com/svn/django/trunk@11660 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:43,django_security_analysis
commit-e9b90d98998da48d4ac18aabe135fa4200547be5,docs/ref/contrib/csrf.txt,CWE-352,64b4ab18b47354fbd28fa93a1bc770728c596aac,Use decorator syntax for csrf_exempt example.,Edited ref/contrib/csrf.txt changes from [9554] git-svn-id: http://code.djangoproject.com/svn/django/trunk@9593 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:43,django_security_analysis
commit-f83af07ce39573786919b1e7980f3f4e07528531,django/contrib/admin/options.py,CWE-352,7230a995ce81a7b8dd093bd03cc5ebd34106ee80,Moved contrib.csrf.* to core code.,Fixed #7510: the ModelAdmin now uses `self.queryset` instead of the default manager. Thanks; Alex Gaynor. git-svn-id: http://code.djangoproject.com/svn/django/trunk@10314 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:44,django_security_analysis
commit-ec8848dad50a4687a8bc3ba7270bf08dbf5ac25a,django/contrib/admin/sites.py,CWE-352,7230a995ce81a7b8dd093bd03cc5ebd34106ee80,Moved contrib.csrf.* to core code.,Fixed #8589 -- Fixed the URL for the logout link on the app_index page in admin. git-svn-id: http://code.djangoproject.com/svn/django/trunk@8617 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:45,django_security_analysis
commit-f908eded21919cfbbbd1009c63f1cffa316ea2b2,django/contrib/comments/views/comments.py,CWE-352,7230a995ce81a7b8dd093bd03cc5ebd34106ee80,Moved contrib.csrf.* to core code.,Fixed #9268 -- Ensured that the next argument is passed on when previewing comments. Thanks to leanmeandonothingmachine for the patch. git-svn-id: http://code.djangoproject.com/svn/django/trunk@11019 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:45,django_security_analysis
commit-ff486b9fba1eaffdf204c4b0ee8babf0d3627725,django/template/context.py,CWE-352,7230a995ce81a7b8dd093bd03cc5ebd34106ee80,Moved contrib.csrf.* to core code.,Fixed #3912 - Added simple type checking to template.Context.update() to help debugging broken context processors.  Thanks Jeremy Dunck git-svn-id: http://code.djangoproject.com/svn/django/trunk@8181 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:47,django_security_analysis
commit-ff420b43647dd7f149f000efd2c7eb077f6ba5cf,docs/ref/settings.txt,CWE-352,7230a995ce81a7b8dd093bd03cc5ebd34106ee80,Moved contrib.csrf.* to core code.,Fixed #8454: added a FILE_UPLOAD_PERMISSIONS setting to control the permissoin of files uploaded by the built-in file storage system. Thanks; dcwatson. git-svn-id: http://code.djangoproject.com/svn/django/trunk@8640 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:47,django_security_analysis
commit-3ddf250f91dd3fd03aba235fca3294fdd651bea5,AUTHORS,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,Fixed #830 -- Added an AUTHORS file; which is inevitably incomplete git-svn-id: http://code.djangoproject.com/svn/django/trunk@1428 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:48,django_security_analysis
commit-a19ed8aea395e8e07164ff7d85bd7dff2f24edca,django/contrib/admin/templates/admin/auth/user/change_password.html,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,Merged the newforms-admin branch into trunk. This is a backward incompatible change. The admin contrib app has been refactored. The newforms module has several improvements including FormSets and Media definitions. git-svn-id: http://code.djangoproject.com/svn/django/trunk@7967 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:49,django_security_analysis
commit-f7d01c49e95a9ed25dd75e6b3d4c063dff58e23a,django/contrib/admin/templates/admin/change_form.html,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,Fixed #10651: fixed a javascript error on the admin user add form. Thanks; seanl. git-svn-id: http://code.djangoproject.com/svn/django/trunk@10714 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:49,django_security_analysis
commit-bb15cee58a43eeb0d060f8a31f9078b3406f195a,django/contrib/admin/templates/admin/change_list.html,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,"Made a bunch of improvements to admin actions. Be warned: this includes one minor but BACKWARDS-INCOMPATIBLE change. These changes are:     * BACKWARDS-INCOMPATIBLE CHANGE: action functions and action methods now share the same signature: `(modeladmin; request; queryset)`. Actions defined as methods stay the same; but if you've defined an action as a standalone function you'll now need to add that first `modeladmin` argument.     * The delete selected action is now a standalone function registered site-wide; this makes disabling it easy.     * Fixed #10596: there are now official; documented `AdminSite` APIs for dealing with actions; including a method to disable global actions. You can still re-enable globally-disabled actions on a case-by-case basis.     * Fixed #10595: you can now disable actions for a particular `ModelAdmin` by setting `actions` to `None`.     * Fixed #10734: actions are now sorted (by name).     * Fixed #10618: the action is now taken from the form whose ""submit"" button you clicked; not arbitrarily the last form on the page.     * All of the above is documented and tested. git-svn-id: http://code.djangoproject.com/svn/django/trunk@10408 bcc190cf-cafb-0310-a4f2-bffc1f526a37",CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:50,django_security_analysis
commit-eaf1f7d6e3a0cb700895e9986a246c03243c65b7,django/contrib/admin/templates/admin/delete_selected_confirmation.html,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,Fixed #11534: Improved wording for admin delete confirmation.  Thanks hanksims and others who reported this. git-svn-id: http://code.djangoproject.com/svn/django/trunk@11447 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:50,django_security_analysis
commit-52f5c949e9b50ae3b0034d67f2d385219588aaf1,django/contrib/admin/templates/admin/login.html,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,Added default Django admin templates git-svn-id: http://code.djangoproject.com/svn/django/trunk@92 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:51,django_security_analysis
commit-dd842ad34d1199093b7498514cd274279eb1e1ca,django/contrib/admin/templates/admin/template_validator.html,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,Refs #7742 -- Changed the `django.contrib.admin.views.template.template_validator` view to use newforms instead of oldforms. git-svn-id: http://code.djangoproject.com/svn/django/trunk@8294 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:51,django_security_analysis
commit-fcd837cd0f9b2c706bc49af509628778d442bb3f,django/contrib/admin/templates/registration/password_reset_confirm.html,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,Fixed #7723 - implemented a secure password reset form that uses a token and prompts user for new password. git-svn-id: http://code.djangoproject.com/svn/django/trunk@8162 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:52,django_security_analysis
commit-8ef422d070ecd19ab285282430b174513736aa9d,django/contrib/admin/templates/registration/password_reset_form.html,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,Added password reset templates to admin_templates git-svn-id: http://code.djangoproject.com/svn/django/trunk@294 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:52,django_security_analysis
commit-cba91997a24f3cb154c7c51029c6dd91471f8800,django/contrib/comments/templates/comments/flag.html,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,Refactored Django's comment system. Much of this work was done by Thejaswi Puthraya as part of Google's Summer of Code project; much thanks to him for the work; and to them for the program. This is a backwards-incompatible change; see the upgrading guide in docs/ref/contrib/comments/upgrade.txt for instructions if you were using the old comments system. git-svn-id: http://code.djangoproject.com/svn/django/trunk@8557 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:53,django_security_analysis
commit-f8adf99cdb449924b2ed2ddac33744da7eeb1efc,django/contrib/comments/templates/comments/preview.html,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,"Fixed #9268: pass the ""next"" param through in the comment preview/post view. Also updated the docs to make this a bit clearer. git-svn-id: http://code.djangoproject.com/svn/django/trunk@10418 bcc190cf-cafb-0310-a4f2-bffc1f526a37",CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:53,django_security_analysis
commit-61d6249c2bf6c57684a3b77c6cec8601e7a26b44,django/contrib/formtools/templates/formtools/form.html,CWE-352,8e70cef9b67433edd70935dcc30c621d1e7fc0a0,Fixed #9977 - CsrfMiddleware gets template tag added; session dependency removed; and turned on by default.,Fixed #3758 -- Changed FormPreview template to use 'label' instead of 'verbose_name'. Also renamed 'Submit' button to 'Preview'. Thanks for the patch; erickt@dslextreme.com git-svn-id: http://code.djangoproject.com/svn/django/trunk@4757 bcc190cf-cafb-0310-a4f2-bffc1f526a37,CSRFcross-ssitesrequestsforgery,2025-05-14 19:20:54,django_security_analysis
